Proteins,p_value ,q-value L166P(1&2)/WT,FC
TIMM44,0.662474,0.335479,-0.552548
TIMM50,1.93097,0.238846,-0.62067
TIMM8A,2.62317,0.0314379,1.75774
TIMM8B,2.82261,0.0187862,2.02138
TIMM9,2.04775,0.0298199,2.02467
TIMMDC1,0.851194,0.2484,0.740714
TIMP1,0.344808,0.553229,-0.296163
TIMP2,1.66743,0.246051,0.618602
TIMP3,2.51489,0.0167718,-2.21189
TIPRL,1.03919,0.370338,-0.428576
TJAP1,1.54788,0.243862,0.633832
TJP1,0.281592,0.866459,0.0688722
TJP2,0.0790854,0.900157,0.0608128
TK2,1.52179,0.0636755,1.65414
TKFC,2.59551,0.344131,-0.41317
TKT,0.60541,0.548143,0.266517
TLCD2,2.54974,0.0774377,1.24308
TLE3,1.2541,0.250584,-0.645242
TLE4,1.51296,0.128756,-1.09328
TLE5,0.190096,0.816957,-0.103808
TLK1,3.77008,0.0244941,-1.64925
TLK2,0.0135147,0.984779,-0.00830398
TLL2,0.026385,0.944739,-0.0408442
TLN1,1.86585,0.374736,0.388314
TLN2,0.345593,0.778467,-0.11821
TM2D3,1.00459,0.221589,0.785086
TM7SF2,1.29397,0.0810929,-1.61005
TM9SF1,2.3848,0.0238189,-1.99748
TM9SF2,0.31707,0.688703,-0.18158
TM9SF3,3.04302,0.0358638,-1.59838
TM9SF4,2.8035,0.180236,-0.740048
TMA16,2.37033,0.0502434,-1.52259
TMA7,1.77329,0.0259162,-2.34352
TMBIM1,0.554729,0.528116,-0.288551
TMBIM6,1.87361,0.0252118,-2.25469
TMCC3,1.33986,0.292834,-0.541578
TMCO1,0.425635,0.483123,0.371369
TMCO3,1.53509,0.0616488,-1.68449
TMED1,2.89941,0.0165787,-2.07301
TMED10,1.06966,0.302704,0.547617
TMED2,1.85498,0.0367975,-1.97659
TMED3,0.656228,0.440168,0.382769
TMED4,0.651342,0.459819,-0.349827
TMED5,0.21805,0.699114,-0.194382
TMED7,1.48716,0.0430543,-2.06879
TMED8,0.956714,0.46446,0.323181
TMED9,0.0406434,0.960064,-0.0246842
TMEM101,2.29385,0.0286222,-1.9002
TMEM102,4.34903,0.0109366,1.95513
TMEM106B,2.28478,0.101525,1.1287
TMEM109,1.28053,0.13219,1.16124
TMEM11,0.098861,0.922412,-0.0430677
TMEM115,1.13417,0.189793,-0.885211
TMEM119,3.4387,0.00406429,-3.33688
TMEM120B,1.00093,0.394457,0.402157
TMEM123,3.86599,0.275577,0.495626
TMEM126A,0.608467,0.695629,0.159746
TMEM126B,0.913796,0.460277,0.332826
TMEM128,1.71482,0.198424,-0.75323
TMEM129,0.0215627,0.981924,-0.0101287
TMEM131,0.0944352,0.945044,0.0292591
TMEM131L,0.844757,0.315497,0.549567
TMEM132A,3.62298,0.0442734,1.39489
TMEM135,2.44363,0.0690073,1.34109
TMEM141,1.15946,0.171992,-0.967189
TMEM143,2.62973,0.061347,-1.34852
TMEM14C,1.55753,0.0685624,-1.57842
TMEM156,3.47694,0.00499638,-2.70922
TMEM159,2.97223,0.149633,0.840618
TMEM160,0.648347,0.540556,0.269843
TMEM165,0.0417333,0.945092,0.0335088
TMEM169,2.65397,0.0831353,1.18345
TMEM177,1.27474,0.240979,-0.67057
TMEM178B,3.3137,0.00500741,2.81484
TMEM179B,1.56392,0.165718,0.907001
TMEM181,1.59782,0.166401,-0.895996
TMEM184B,1.50468,0.0982008,-1.32947
TMEM184C,1.11255,0.215918,-0.781001
TMEM189,0.60283,0.358004,0.513816
TMEM192,0.488393,0.290356,-0.780646
TMEM199,2.79581,0.033617,1.67608
TMEM205,0.45749,0.444446,0.417475
TMEM209,0.0290086,0.966953,0.0197952
TMEM214,3.43468,0.061009,-1.26226
TMEM222,0.452807,0.526699,-0.3054
TMEM223,2.13535,0.135443,-0.964802
TMEM230,1.96813,0.15856,0.878928
TMEM237,1.41146,0.0420925,2.14355
TMEM245,3.44313,0.00497881,2.89792
TMEM258,1.59266,0.126758,1.10457
TMEM26,4.11569,0.00434356,-2.89181
TMEM260,2.02041,0.231953,0.632241
TMEM30A,3.82696,0.0710038,1.16676
TMEM33,0.906731,0.20116,-0.915087
TMEM40,0.0580423,0.920054,-0.05104
TMEM41A,0.914665,0.190568,-0.96298
TMEM41B,1.84165,0.082633,-1.3507
TMEM43,0.464345,0.789611,-0.111171
TMEM44,0.611213,0.266121,-0.779342
TMEM51,0.0274317,0.969514,0.0181933
TMEM59,0.31468,0.635685,-0.224972
TMEM63A,3.51118,0.0958727,1.04457
TMEM63B,3.44092,0.0970261,1.03353
TMEM64,0.483601,0.278797,-0.847643
TMEM65,2.48946,0.103854,-1.08695
TMEM67,0.990127,0.540808,-0.254939
TMEM70,2.37531,0.0145632,-2.42326
TMEM87A,2.16535,0.0194439,-2.32383
TMEM87B,2.21499,0.0801797,1.28558
TMEM9,2.86786,0.0489887,1.43681
TMEM97,1.40589,0.0532088,-1.93059
TMEM98,1.57681,0.171247,0.868985
TMF1,1.57497,0.327657,0.462634
TMLHE,1.89604,0.0723672,-1.43828
TMOD2,3.96618,0.0166768,1.82722
TMOD3,0.355028,0.849651,0.0805486
TMPO,0.705838,0.22451,-0.898288
TMPPE,2.53568,0.244879,0.579304
TMSB10,0.831507,0.203246,-0.936336
TMSB15B,3.53107,0.00431707,-3.09691
TMSB4X,0.767268,0.088584,2.37186
TMTC2,2.70362,0.053599,-1.43078
TMTC3,1.99665,0.290342,-0.510854
TMTC4,1.92376,0.157493,-0.892135
TMUB1,2.68636,0.0259548,1.84103
TMUB2,0.0141596,0.971133,-0.022061
TMX1,0.345992,0.660471,-0.197135
TMX2,0.909538,0.304642,-0.56632
TMX3,2.37823,0.376763,0.376633
TMX4,2.8586,0.0132092,-2.26645
TNC,3.01048,0.0176228,1.97774
TNFAIP1,0.490241,0.515693,-0.308859
TNFAIP8,1.24978,0.533185,0.254715
TNFRSF10A,2.5116,0.00485878,3.39646
TNFRSF10B,0.236816,0.824419,-0.0948063
TNFRSF10C,0.507332,0.247509,0.984144
TNFRSF12A,0.0971131,0.858036,0.089165
TNIK,0.516849,0.36629,-0.539007
TNIP1,3.58805,0.0184497,1.83138
TNK2,2.24764,0.240369,0.601539
TNKS,2.51085,0.0568568,1.43846
TNKS1BP1,3.05489,0.019364,1.91924
TNNC1,1.1622,0.151981,1.0808
TNNI3K,3.00206,0.0927949,-1.09411
TNPO1,0.627994,0.278386,-0.733292
TNPO2,0.209703,0.630971,0.259564
TNPO3,3.40711,0.0810769,-1.13098
TNRC18,1.10432,0.313735,-0.517785
TNRC6A,2.51259,0.0901744,1.15931
TNRC6B,0.636747,0.403105,0.427001
TNS1,2.75046,0.443971,-0.308073
TNS2,2.79828,0.210153,-0.652934
TNS3,3.32067,0.0779829,1.16653
TOB2,0.654497,0.344003,-0.532704
TOE1,0.451297,0.38519,-0.518287
TOLLIP,1.13193,0.265043,-0.624803
TOM1,2.93028,0.0294666,1.70012
TOM1L1,1.33529,0.630053,0.186744
TOM1L2,2.70864,0.0211734,1.96352
TOMM20,1.25007,0.140172,1.11149
TOMM22,1.85216,0.384561,-0.377695
TOMM34,1.56203,0.420239,0.344991
TOMM40,1.07923,0.329884,-0.489844
TOMM5,2.12292,0.0547991,-1.5568
TOMM6,2.80036,0.0244985,1.86508
TOMM7,1.41851,0.0568384,-1.84329
TOMM70,2.5681,0.0238154,-1.92513
TOP1,3.53318,0.0211312,-1.79321
TOP2A,0.851144,0.374545,-0.440882
TOP2B,3.42076,0.0167942,-1.89915
TOP3B,0.586757,0.763841,-0.120841
TOR1A,2.65146,0.106512,1.05034
TOR1AIP1,0.260883,0.855092,0.0768816
TOR1AIP2,0.91423,0.357981,0.463504
TOR1B,1.83992,0.190996,-0.768747
TOR2A,3.31222,0.0519557,1.35524
TOR3A,0.982599,0.166779,1.06906
TOR4A,4.78088,0.00341935,3.89738
TOX,2.18492,0.0918665,1.20103
TOX4,0.207951,0.820136,0.100478
TP53BP1,0.546224,0.548727,0.270248
TP53BP2,2.10742,0.0855315,1.26435
TP53I3,0.796431,0.445798,-0.354076
TP53RK,1.99593,0.0276771,-2.12176
TPBG,1.90672,0.162156,-0.873364
TPCN1,0.082183,0.822676,-0.136682
TPD52,4.80637,0.00475829,2.54318
TPD52L1,3.884,0.00204615,3.78091
TPD52L2,0.18435,0.653365,-0.245123
TPGS1,2.41844,0.0645106,1.37227
TPGS2,0.817527,0.175257,-1.12373
TPI1,0.230327,0.78464,0.125044
TPM1,1.12145,0.449864,-0.330045
TPM2,0.20785,0.664933,0.229373
TPM3,1.15019,0.177242,0.94187
TPM4,0.180602,0.702367,0.209897
TPMT,2.53235,0.0302664,-1.80317
TPP1,0.719432,0.756557,0.124413
TPP2,3.80232,0.10208,-0.992501
TPPP,5.26757,0.00344898,2.97519
TPPP3,4.3961,0.00503409,-2.47608
TPR,2.65218,0.151401,-0.851256
TPRG1L,1.15302,0.342995,0.466989
TPRKB,2.94268,0.0282673,-1.74841
TPRN,2.85093,0.0705145,1.25717
TPST2,4.14589,0.026487,1.57797
TPT1,2.71376,0.229903,0.608682
TRA2A,0.628763,0.651515,-0.189413
TRA2B,0.0440397,0.930542,0.0463285
TRABD,2.5605,0.135956,0.914612
TRADD,1.0616,0.570889,0.230236
TRAF1,5.8904,0.00349438,2.89399
TRAF2,2.41076,0.0138556,-2.41729
TRAF3,0.0358087,0.960227,-0.0238584
TRAF3IP1,3.12334,0.0019,4.5283
TRAF3IP2,3.6216,0.0585744,1.27121
TRAF5,3.14909,0.0708196,1.21971
TRAF6,1.06076,0.286224,-0.587737
TRAF7,1.55475,0.0965872,-1.32
TRAFD1,2.76085,0.0137805,2.28246
TRAK1,3.78252,0.0276385,1.5909
TRAM1,0.0560691,0.894336,0.0766665
TRAM2,0.396039,0.46595,0.398078
TRAP1,0.87306,0.493515,0.306842
TRAPPC1,1.5768,0.0832636,-1.44753
TRAPPC10,0.479301,0.676978,0.17505
TRAPPC11,1.45596,0.191787,-0.811246
TRAPPC12,0.371364,0.702153,-0.171859
TRAPPC13,2.3555,0.0166548,2.27765
TRAPPC2,0.429893,0.413398,-0.472028
TRAPPC2L,1.44289,0.166847,-0.921049
TRAPPC3,1.34942,0.110477,-1.29961
TRAPPC4,1.72219,0.0796041,-1.424
TRAPPC5,1.43148,0.150406,-1.00686
TRAPPC6B,3.02817,0.0097622,-2.39436
TRAPPC8,0.73696,0.649912,-0.182918
TRAPPC9,3.40625,0.127885,0.904728
TRHDE,3.85252,0.0895533,-1.05942
TRIAP1,2.34222,0.0389993,1.71173
TRIM11,0.0513547,0.944817,0.0342425
TRIM13,2.77162,0.0379441,-1.59375
TRIM16,6.05586,0.0288809,1.42284
TRIM2,1.88948,0.253865,0.585497
TRIM21,2.55046,0.0243964,1.90269
TRIM22,1.71277,0.177341,0.827348
TRIM24,4.63529,0.0250356,-1.55839
TRIM25,1.10888,0.267709,-0.619657
TRIM26,2.16162,0.126786,-0.998604
TRIM27,0.336613,0.77639,-0.120183
TRIM28,2.40802,0.286194,-0.504899
TRIM3,1.43254,0.64823,0.175187
TRIM32,3.44159,0.163776,0.770228
TRIM33,3.46919,0.0212533,-1.79502
TRIM34,3.61632,0.0267949,1.6269
TRIM36,4.62814,0.00480734,2.54086
TRIM37,2.10155,0.168613,0.8288
TRIM38,1.56472,0.142719,-1.01087
TRIM39,0.149318,0.862624,-0.0770955
TRIM4,2.79525,0.186765,-0.720074
TRIM41,0.879464,0.501463,0.291554
TRIM44,0.742803,0.282042,0.661439
TRIM46,3.65023,0.039655,1.4414
TRIM47,0.0640793,0.965125,-0.0185593
TRIM5,0.367428,0.558823,-0.287669
TRIM56,2.59939,0.243404,0.580777
TRIM58,4.70358,0.00145,4.14329
TRIM62,1.30995,0.324756,0.482062
TRIM65,2.04807,0.222031,0.65629
TRIM68,0.024935,0.982636,-0.00918175
TRIO,1.71663,0.491652,0.278617
TRIOBP,0.744934,0.586921,0.227768
TRIP10,1.64108,0.307306,0.494183
TRIP11,0.834181,0.52678,-0.270702
TRIP12,0.336019,0.868729,-0.0665272
TRIP13,4.01469,0.00884881,-2.14404
TRIP4,3.01669,0.119122,0.965507
TRIP6,1.75014,0.10543,1.19774
TRIQK,1.25349,0.152168,-1.04788
TRIR,1.53908,0.0876015,1.41991
TRMT1,2.02359,0.0926087,1.22138
TRMT10C,1.48491,0.133992,-1.08237
TRMT11,2.44359,0.124042,-0.990348
TRMT112,2.5465,0.0302273,1.79072
TRMT1L,1.4398,0.120569,-1.16848
TRMT2A,2.02447,0.206843,0.700745
TRMT2B,1.04838,0.468579,0.313863
TRMT44,1.49994,0.156835,-0.95774
TRMT5,2.2599,0.046167,-1.57752
TRMT6,2.32983,0.0743155,-1.31193
TRMT61A,3.36787,0.0616709,1.27332
TRMT61B,1.77701,0.21964,-0.681419
TRNAU1AP,1.2699,0.0761186,-1.69832
TRNT1,2.05255,0.0884035,-1.24637
TRO,2.16554,0.0367751,-1.7924
TRPC1,1.98837,2.97E-02,-2.03639
TRPC6,2.69457,0.0146787,-2.22172
TRPM4,1.29503,0.158238,-0.993627
TRPS1,0.185185,0.849917,0.0827861
TRPT1,1.50376,0.257459,0.603284
TRPV2,2.16601,0.0300092,1.92842
TRPV4,3.50514,0.0206334,-1.82179
TRRAP,1.29399,0.290677,0.548768
TRUB1,0.234128,0.808021,-0.11216
TRUB2,3.09772,0.0653278,1.26623
TSC1,0.332821,0.69685,0.174127
TSC2,0.947535,0.403228,-0.396624
TSC22D1,0.481864,0.604644,-0.228191
TSC22D2,1.91942,0.0665242,1.4887
TSC22D3,0.688423,0.318482,-0.590873
TSC22D4,0.22109,0.858788,0.0756535
TSEN15,0.453277,0.640672,-0.202683
TSEN34,1.5831,0.252085,0.609615
TSEN54,2.04482,0.0812943,1.30494
TSFM,1.8209,0.045819,-1.80394
TSG101,0.796813,0.663589,0.17325
TSHZ3,1.71327,0.305254,-0.495564
TSN,1.56549,0.214596,-0.714654
TSNAX,0.336019,0.777325,-0.121743
TSPAN10,3.32473,0.00549371,-2.67819
TSPAN14,1.18837,0.0952407,-1.50893
TSPAN3,2.46399,0.0407101,1.63745
TSPAN31,1.18639,0.278711,0.585563
TSPAN4,1.3944,0.0226758,-3.02742
TSPAN6,1.51337,0.0369096,-2.18097
TSPAN9,2.63314,0.103415,-1.05948
TSPO,2.24443,0.0472251,1.60117
TSPYL1,2.79359,0.0552364,1.38792
TSPYL2,1.3865,0.101643,1.35315
TSR1,0.155688,0.941243,0.0308827
TSR2,0.190429,0.823228,-0.0986071
TSSC4,1.4097,0.111384,1.26813
TST,4.43666,0.0199893,1.68845
TSTA3,3.06412,0.126103,0.921238
TSTD1,2.90345,0.00497266,3.09037
TSTD2,2.27729,0.0696481,1.36851
TTC1,0.422334,0.583083,-0.254497
TTC12,1.56839,0.179004,-0.846288
TTC13,4.24958,0.124219,0.885951
TTC14,0.127958,0.800008,0.133308
TTC17,0.543022,0.344323,-0.567221
TTC19,0.145606,0.829265,-0.103528
TTC21B,1.52047,0.167023,-0.907306
TTC26,1.94247,0.19864,0.734929
TTC27,0.941116,0.506576,0.282877
TTC28,2.30507,0.309465,-0.468326
TTC3,2.96437,0.152564,-0.826138
TTC30A,1.83922,0.126004,-1.05236
TTC30B,1.53247,0.475713,-0.294655
TTC37,0.765001,0.421055,-0.387569
TTC38,2.65318,0.0127136,-2.37851
TTC39B,0.0113619,0.982524,-0.0113374
TTC39C,2.19708,0.176844,0.788474
TTC4,2.29603,0.415062,0.337684
TTC5,2.02194,0.3216,-0.455959
TTC7B,0.0905077,0.941247,0.0326243
TTC8,4.05791,0.0676277,-1.17327
TTC9,4.1445,0.00358537,3.0862
TTC9C,0.278848,0.613001,0.263649
TTF1,0.624422,0.523007,0.290683
TTF2,4.33104,0.0207648,1.67312
TTI1,2.31544,0.10888,-1.07238
TTI2,1.62099,0.296922,-0.515845
TTL,3.62222,0.168865,0.748759
TTLL12,2.23506,0.10979,-1.08586
TTN,0.192052,0.442598,0.72861
TTPAL,0.517511,0.646415,0.194992
TTYH2,0.0317863,0.966793,-0.0193632
TTYH3,0.0134507,0.984677,0.00841976
TUBA1A,0.0281266,0.961744,0.0250615
TUBA1C,0.36508,0.459165,-0.4202
TUBA4A,3.32144,0.0570973,1.31325
TUBAL3,2.15286,0.0815276,1.28575
TUBB,1.71842,0.538581,0.244868
TUBB2A,0.149287,0.864103,-0.0765046
TUBB2B,2.59907,0.0377563,1.63922
TUBB3,1.28385,0.450636,0.32378
TUBB4A,3.81135,0.00376923,3.27409
TUBB4B,2.7397,0.0653206,1.306
TUBB6,1.87321,0.406339,0.353395
TUBB8,2.29354,0.134011,0.953445
TUBE1,2.93224,0.0660524,-1.27263
TUBG1,1.276,0.16768,-0.950567
TUBG2,1.25181,0.238065,-0.684986
TUBGCP2,2.58171,0.117724,-1.00798
TUBGCP3,2.38539,0.146748,-0.879876
TUBGCP4,2.6869,0.136155,-0.910005
TUBGCP5,1.86262,0.129973,-1.0315
TUBGCP6,2.05017,0.108997,1.10821
TUFM,0.016147,0.97557,0.0160158
TUFT1,5.57027,0.00378571,3.5992
TULP3,2.13575,0.0270735,-2.01794
TULP4,2.05239,0.0171933,2.46794
TUSC1,3.82289,0.00499216,2.64173
TUSC2,3.87266,0.00751294,2.25392
TUSC3,1.16934,0.105038,-1.44855
TUT1,1.00129,0.543388,0.252884
TUT4,0.0372613,0.969673,-0.0170583
TUT7,3.82308,0.287298,-0.478529
TWF1,0.900516,0.367066,-0.447475
TWF2,1.05284,0.359434,-0.44703
TWIST1,1.4792,0.0297871,-2.43066
TWNK,2.58527,0.0264006,1.8459
TWSG1,0.0743734,0.934839,0.0374025
TXLNA,0.44874,0.697954,0.16482
TXLNG,0.629108,0.396944,0.446846
TXN,0.797108,0.432829,-0.377027
TXN2,0.811536,0.394743,0.4224
TXNDC11,4.09967,0.0376061,1.43575
TXNDC12,2.35269,0.137417,0.922482
TXNDC15,1.32407,0.329534,-0.472482
TXNDC16,3.24945,0.0135863,-2.11561
TXNDC17,3.49981,0.0522879,1.33734
TXNDC5,0.899362,0.306324,-0.568156
TXNDC9,0.0188991,0.972952,0.0170514
TXNIP,4.41809,0.0252545,-1.57863
TXNL1,1.65086,0.190466,0.788819
TXNL4A,1.02335,0.41929,-0.36712
TXNL4B,1.84265,0.236391,-0.631667
TXNRD1,1.22061,0.288371,0.560281
TXNRD2,4.68177,0,4.70557
TXNRD3,3.86705,0.168759,0.739014
TYK2,2.22464,0.257657,-0.563254
TYMP,1.77174,0.18699,0.785539
TYMS,4.12547,0.0453622,1.34377
TYRO3,0.0649587,0.916,0.0515346
TYSND1,1.04263,0.150621,1.13918
TYW5,0.050374,0.950836,-0.0285439
U2AF1L5,1.64331,0.326341,-0.461451
U2AF2,0.739213,0.222505,-0.898566
U2SURP,4.2317,0.00869264,-2.11794
UACA,3.80829,0.00437037,-2.97359
UAP1,0.042688,0.942982,-0.0352187
UAP1L1,0.741294,0.658539,-0.177512
UBA1,0.551694,0.442057,-0.397117
UBA2,3.00176,0.134493,-0.89047
UBA3,2.72142,0.0642971,-1.32066
UBA5,0.056309,0.960202,0.0219343
UBA52,0.753821,0.136217,-1.55341
UBA6,1.47225,0.311305,-0.495639
UBAC1,0.524711,0.586575,0.25179
UBAC2,0.510111,0.602446,0.227487
UBAP1,1.83701,0.0787145,1.38711
UBAP2,3.35081,0.0461962,1.40865
UBAP2L,0.211663,0.722721,0.171472
UBASH3B,2.45327,0.0734171,1.29817
UBE2A,2.15291,0.0633698,-1.43671
UBE2B,2.33104,0.0790817,1.26706
UBE2D1,1.21704,0.230269,0.711889
UBE2D2,2.28059,0.0313352,-1.85431
UBE2D3,0.972689,0.0402001,3.29739
UBE2E1,0.190433,0.895032,0.0554921
UBE2E3,2.96628,0.00580864,-2.80059
UBE2G1,2.37581,0.069117,1.34578
UBE2G2,0.243174,0.629482,-0.253976
UBE2H,0.322426,0.557978,-0.298205
UBE2I,3.27778,0.0095082,-2.26986
UBE2J1,1.99229,0.042389,-1.75572
UBE2J2,1.70794,0.0395719,-1.98382
UBE2K,1.50856,0.185306,-0.826106
UBE2L3,0.722414,0.386742,0.438758
UBE2L6,3.33864,0.177733,0.725772
UBE2M,0.217444,0.726543,-0.166696
UBE2N,1.18206,0.31974,0.499139
UBE2O,1.97542,0.221623,0.661273
UBE2Q1,0.959615,0.314622,-0.536376
UBE2R2,2.27322,0.0936897,-1.16857
UBE2S,2.81531,0.103147,1.05977
UBE2T,1.49957,0.0860357,1.44987
UBE2V1,0.571461,0.443996,-0.380869
UBE2V2,2.19228,0.0767186,1.32736
UBE2Z,0.568424,0.368012,-0.523642
UBE3A,1.40759,0.578778,-0.221218
UBE3B,0.736529,0.374802,-0.455829
UBE3C,3.8161,0.182597,0.698234
UBE4A,2.06895,0.171976,-0.815394
UBE4B,2.01789,0.282201,-0.52375
UBFD1,0.0500355,0.941462,0.034983
UBIAD1,0.988184,0.159245,1.11522
UBL4A,1.4679,0.35523,0.427459
UBL5,1.60792,0.135287,-1.04379
UBL7,2.14705,0.162912,0.845186
UBLCP1,2.20732,0.0513072,-1.56389
UBN1,1.65091,0.26399,-0.579358
UBN2,2.5266,0.0937171,1.13327
UBP1,0.0421178,0.954379,0.0268678
UBQLN1,0.390917,0.469169,0.409603
UBQLN2,0.336272,0.797303,0.108798
UBQLN4,0.83865,0.462339,0.336072
UBR1,1.00049,0.302349,-0.558851
UBR2,0.242797,0.808841,-0.105004
UBR3,4.16357,0.108521,0.94718
UBR4,1.7715,0.266459,-0.565372
UBR5,0.0212438,0.982644,0.00944644
UBR7,0.218451,0.725388,-0.167223
UBTD1,0.262647,0.715746,0.175734
UBTD2,1.84786,0.236786,-0.630291
UBTF,4.34057,0.00653186,-2.25622
UBXN1,1.98104,0.134018,0.990232
UBXN2A,1.94975,0.329777,0.445822
UBXN2B,0.281248,0.423707,-0.591072
UBXN4,1.02582,0.257101,0.664512
UBXN6,0.0414763,0.954635,0.0285156
UBXN7,4.87874,0.0284028,-1.48626
UBXN8,2.35514,0.0851623,1.21017
UCHL1,4.25417,0.0166711,1.78089
UCHL3,1.87057,0.274657,0.543913
UCHL5,1.63383,0.280693,-0.54422
UCK2,0.749394,0.305667,-0.596245
UCKL1,3.02513,0.171021,0.761832
UEVLD,1.53965,0.286188,-0.540562
UFC1,0.101963,0.870064,0.0795451
UFD1,3.74857,0.127745,0.89004
UFL1,2.54531,0.138039,-0.907845
UFM1,1.87902,0.0314907,-2.07446
UFSP2,0.36751,0.773537,0.121705
UGDH,2.35811,0.123645,-0.999187
UGGT1,0.209847,0.900832,0.0521251
UGGT2,1.58628,0.220679,-0.695538
UGP2,1.54966,0.203527,-0.755031
UHRF1,0.0381253,0.957005,-0.0257794
UHRF1BP1,3.77938,0.0498154,1.33082
UHRF1BP1L,2.28352,0.403226,0.350125
UHRF2,1.88743,0.209149,-0.704442
UIMC1,0.578972,0.519877,0.295006
ULK1,2.15256,0.043086,1.69743
ULK3,3.51613,0.0590182,1.27628
UMAD1,2.26843,0.0228008,2.07493
UMPS,1.7528,0.323574,-0.462205
UNC119,2.48891,0.087978,1.17564
UNC119B,2.15673,0.317536,0.458155
UNC13A,1.31203,0.0805415,1.62773
UNC13B,2.67549,0.130698,0.923961
UNC45A,1.67997,0.479702,-0.289681
UNC5C,2.89893,0,-11.7799
UNC93B1,2.15003,0.0679304,-1.40176
UNG,1.64661,0.0645061,1.57243
UNK,1.63622,0.159659,-0.919992
UNKL,2.2497,0.15854,-0.846598
UPF1,2.12221,0.204369,-0.70042
UPF2,1.9328,0.202717,-0.717999
UPF3B,3.08926,0.116919,-0.968506
UPP1,4.90508,0.0138997,1.81648
UPRT,1.49798,0.618119,0.192049
UQCC1,1.94177,0.056516,-1.59208
UQCC2,1.58843,0.325821,0.465905
UQCC3,2.76245,0.0813581,1.19787
UQCR10,2.40557,0.00632184,-3.21442
UQCR11,1.33216,0.0440896,-2.22978
UQCRB,1.64468,0.135316,1.03588
UQCRC1,0.776284,0.60614,0.214872
UQCRC2,1.15763,0.509339,-0.273717
UQCRFS1,1.56716,0.36954,0.403919
UQCRH,3.29391,0.0463143,1.40014
UQCRQ,1.66221,0.194427,0.775167
URB1,1.83361,0.125308,1.06316
URB2,1.99403,0.292815,-0.505695
URGCP,0.132612,0.828992,-0.10607
URI1,4.00512,0.130335,0.86792
URM1,0.261108,0.548796,-0.346806
UROD,2.39985,0.16598,-0.81286
UROS,0.435856,0.608533,-0.229513
USE1,3.39145,0.149016,0.820708
USF1,2.10928,0.0304694,-1.94045
USO1,2.45919,0.305541,-0.471399
USP10,3.67627,0.119379,0.922326
USP11,1.79075,0.157847,-0.898351
USP13,2.9973,0.126014,-0.936661
USP14,0.92412,0.455818,0.34285
USP15,1.85272,0.142979,-0.964761
USP16,2.3619,0.0402096,-1.69048
USP19,0.388757,0.812102,0.0973331
USP20,2.79818,0.178199,0.746842
USP22,1.52289,0.250122,-0.619042
USP24,2.19389,0.0562788,-1.51875
USP25,0.47598,0.731394,-0.145573
USP28,4.15101,0.158794,-0.763108
USP3,3.36446,0.0704577,-1.21043
USP30,2.37754,0.190332,0.731433
USP31,2.8445,0.0344804,1.6381
USP32,0.555333,0.666981,-0.178944
USP34,1.89064,0.223117,-0.663167
USP35,1.62456,0.179726,-0.835343
USP36,0.278227,0.790145,-0.113607
USP38,1.82681,0.140339,0.974216
USP39,1.22795,0.356024,-0.439822
USP4,3.28422,0.0241502,-1.75052
USP40,0.348352,0.704595,0.168532
USP46,0.562949,0.283576,-0.741522
USP47,0.189914,0.953413,0.0235001
USP48,1.95083,0.0406809,-1.76973
USP5,3.6815,0.129368,0.878225
USP53,4.1579,0.00619591,2.33115
USP54,3.8151,0.00753066,2.25854
USP6NL,1.4226,0.238009,0.662997
USP7,2.48536,0.100329,-1.09358
USP8,0.201846,0.819293,0.101363
USP9X,0.678843,0.455979,-0.3571
USP9Y,0.192151,0.829624,0.0946367
UST,1.61805,0.203565,-0.748405
UTP14A,2.48867,0.134441,0.934098
UTP15,0.125363,0.929143,-0.038089
UTP18,2.77724,0.0267704,1.81143
UTP20,0.583196,0.646123,-0.192513
UTP3,2.32316,0.0314562,1.84144
UTP4,0.979551,0.437139,0.35032
UTP6,0.687157,0.636131,0.193328
UTRN,3.49215,0.198944,-0.664373
UTY,1.75148,0.0862485,-1.35565
UVSSA,1.10001,0.367312,0.430611
UXS1,2.18601,0.20275,0.703849
UXT,2.85617,0.13965,0.882945
VAC14,3.66568,0.0705833,-1.18675
VAMP1,2.45365,0.0247353,1.95909
VAMP2,1.48234,0.175071,0.874683
VAMP3,3.11806,0.0183603,1.93476
VAMP4,0.00340843,0.994714,0.00318287
VAMP5,2.2664,0.00552188,3.485
VAMP7,1.40994,0.169231,-0.917019
VANGL1,0.744293,0.459118,-0.343732
VANGL2,0.251752,0.7328,0.155954
VAPA,0.568026,0.712571,0.150712
VAPB,0.150211,0.792576,-0.131426
VARS1,0.243046,0.830513,-0.090895
VARS2,2.59719,0.361415,0.391564
VASN,3.92966,0.158993,-0.767449
VASP,3.45524,0.0192194,1.86009
VAT1,0.895919,0.626483,0.194363
VAT1L,1.74492,0.266073,0.567921
VAV2,1.42986,0.360551,0.420981
VBP1,0.0236531,0.97344,-0.0152782
VCAM1,4.99931,0.010739,1.888
VCAN,3.84125,0.0158201,1.8661
VCL,0.372452,0.547926,0.312639
VCP,0.711365,0.540592,0.272049
VCPIP1,4.56225,0.138081,0.819661
VDAC1,0.127029,0.927251,-0.0397441
VDAC2,1.64475,0.303883,-0.501244
VDAC3,2.55784,0.0125422,-2.39395
VEZF1,4.33358,0.010359,-1.98108
VEZT,1.37857,0.181609,0.862645
VGLL4,1.13441,0.17572,0.956349
